"","ID","time","RE.i","RE.s","RE.var","y","ppID","yNorm"
"1",1,0,1.94641113806067,1.49631378795635,0.0192266609698782,1.95296390755423,"1",2.19093557099162
"2",1,1,1.94641113806067,1.49631378795635,0.211493270668661,3.60014670549606,"1",2.32320949367184
"3",1,2,1.94641113806067,1.49631378795635,0.403759880367443,4.10739628797779,"1",2.36394321924049
"4",1,3,1.94641113806067,1.49631378795635,0.596026490066225,6.06556545686106,"1",2.52119031869012
"5",1,4,1.94641113806067,1.49631378795635,0.788293099765007,8.59965734008275,"1",2.72468581065657
"6",1,5,1.94641113806067,1.49631378795635,0.98055970946379,8.99169102737839,"1",2.75616734003277
"7",1,6,1.94641113806067,1.49631378795635,1.17282631916257,9.36707634775527,"1",2.78631195355403
"8",1,7,1.94641113806067,1.49631378795635,1.36509292886135,10.9477861095809,"1",2.91324788384474
"9",1,8,1.94641113806067,0.98552820012175,1.55735953856014,11.7414138005721,"1",2.97697866586008
"10",1,9,1.94641113806067,0.98552820012175,1.74962614825892,9.9549313210787,"1",2.83351854373074
"11",1,10,1.94641113806067,0.98552820012175,1.9418927579577,12.5936593047214,"1",3.04541664133024
"12",1,11,1.94641113806067,0.98552820012175,2.13415936765648,16.5997741237913,"1",3.36712017204212
"13",1,12,1.94641113806067,0.98552820012175,2.32642597735527,13.9975999048334,"1",3.15815745590096
"14",1,13,1.94641113806067,0.98552820012175,2.51869258705405,13.9968380630882,"1",3.15809627762966
"15",1,14,1.94641113806067,0.98552820012175,2.71095919675283,16.4886462081294,"1",3.35819625337186
"16",1,15,1.94641113806067,0.98552820012175,2.90322580645161,15.4739564529389,"1",3.27671349724413
"17",1,16,1.94641113806067,0.98552820012175,3.0954924161504,12.4385854748373,"1",3.03296372850876
"18",1,17,1.94641113806067,0.98552820012175,3.28775902584918,20.8835162206264,"1",3.71111804016385
"19",1,18,1.94641113806067,0.98552820012175,3.48002563554796,23.8217330221619,"1",3.9470660251171
"20",1,19,1.94641113806067,0.98552820012175,3.67229224524674,23.656833191412,"1",3.93382405374037
"21",1,20,1.94641113806067,0.98552820012175,3.86455885494552,21.8093800760139,"1",3.78546779914201
"22",1,21,1.94641113806067,0.98552820012175,4.05682546464431,25.4861334917838,"1",4.0807225806025
"23",1,22,1.94641113806067,0.98552820012175,4.24909207434309,18.6203648887047,"1",3.52937992059006
"24",1,23,1.94641113806067,1.61584354510834,4.44135868404187,42.4233054793766,"1",5.44083038448913
"25",1,24,1.94641113806067,1.61584354510834,4.63362529374065,40.2795903367413,"1",5.26868336390363
"26",1,25,1.94641113806067,1.61584354510834,4.82589190343944,42.0255789700983,"1",5.40889170372953
"27",1,26,1.94641113806067,1.57534748887123,5.01815851313822,36.7918284096139,"1",4.98860518918476
"28",1,27,1.94641113806067,1.57534748887123,5.210425122837,37.4531129146623,"1",5.04170840007289
"29",1,28,1.94641113806067,1.57534748887123,5.40269173253578,48.9087393308474,"1",5.96163097619579
"30",1,29,1.94641113806067,1.57534748887123,5.59495834223457,50.438369739039,"1",6.08446507487341
"31",1,30,1.94641113806067,1.57534748887123,5.78722495193335,55.5310277769169,"1",6.49342141923347
"32",2,0,2.23234086939546,2.48899482461716,0.0192266609698782,2.22090439737242,"2",2.21245202907836
"33",2,1,2.23234086939546,2.48899482461716,0.211493270668661,4.95402919699601,"2",2.43193048579399
"34",2,2,2.23234086939546,2.48899482461716,0.403759880367443,7.04658015169006,"2",2.59996886230659
"35",2,3,2.23234086939546,2.48899482461716,0.596026490066225,10.2068451965808,"2",2.8537480146382
"36",2,4,2.23234086939546,2.48899482461716,0.788293099765007,12.7259965477615,"2",3.05604373522381
"37",2,5,2.23234086939546,2.48899482461716,0.98055970946379,14.6828424722874,"2",3.21318457401916
"38",2,6,2.23234086939546,2.48899482461716,1.17282631916257,17.5026163686493,"2",3.43962122380031
"39",2,7,2.23234086939546,2.48899482461716,1.36509292886135,19.5129153900393,"2",3.60105451320311
"40",2,8,2.23234086939546,2.04714519389667,1.55735953856014,19.9704099494051,"2",3.63779275503504
"41",2,9,2.23234086939546,2.04714519389667,1.74962614825892,19.469552988358,"2",3.59757237693118
"42",2,10,2.23234086939546,2.04714519389667,1.9418927579577,24.0571082610047,"2",3.96596739185214
"43",2,11,2.23234086939546,2.04714519389667,2.13415936765648,23.7710282127666,"2",3.94299427057605
"44",2,12,2.23234086939546,2.04714519389667,2.32642597735527,26.9892760315144,"2",4.20142962072343
"45",2,13,2.23234086939546,2.04714519389667,2.51869258705405,34.0573411093326,"2",4.76901731941134
"46",2,14,2.23234086939546,2.04714519389667,2.71095919675283,31.9127440405097,"2",4.59679947739881
"47",2,15,2.23234086939546,2.04714519389667,2.90322580645161,34.8764134872831,"2",4.83479138925101
"48",2,16,2.23234086939546,2.04714519389667,3.0954924161504,40.1543453945857,"2",5.25862580391971
"49",2,17,2.23234086939546,2.04714519389667,3.28775902584918,40.347260217468,"2",5.274117466653
"50",2,18,2.23234086939546,2.04714519389667,3.48002563554796,35.2850772600608,"2",4.86760836642571
